Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1776950829,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776950830,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776950831,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776950832,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776950833,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1776950834,200,,Aggregated,0.000000,0.000000,4400,4500,4600,4600,4600,4600,4600,4600,4600,4600,4600,13,0,4400,4340.492290846144,3912.059381000063,4601.659092999967,121.0
1776950835,200,,Aggregated,0.000000,0.000000,4900,5100,5100,5200,5300,5600,5800,5800,5800,5800,5800,31,0,4900,4810.778760161291,3912.059381000063,5789.699141000028,121.0
1776950836,200,,Aggregated,0.600000,0.000000,5200,6000,6200,6400,6500,6600,6700,6700,6700,6700,6700,50,0,5200,5386.947106820006,3912.059381000063,6704.404651000004,121.0
1776950837,200,,Aggregated,2.666667,0.000000,6200,6600,6800,7000,7200,7300,7300,7600,7600,7600,7600,74,0,6200,5921.478265864869,3912.059381000063,7598.013232000085,121.0
1776950838,200,,Aggregated,4.857143,0.000000,6500,6900,7000,7200,7300,7600,7900,8300,8300,8300,8300,87,0,6500,6153.782894965526,3912.059381000063,8285.223169999994,121.0
1776950839,200,,Aggregated,7.000000,0.000000,6600,7000,7200,7300,8300,8700,9300,9500,9500,9500,9500,100,0,6600,6389.14312973001,3912.059381000063,9517.434855000032,149.94
1776950840,200,,Aggregated,8.777778,0.000000,6500,7000,7200,7300,8300,8700,9300,9500,9800,9800,9800,107,0,6500,6318.499536570102,3703.1972830000086,9798.06604099997,202.93457943925233
1776950841,200,,Aggregated,9.100000,0.000000,6500,6900,7200,7300,7900,8700,9300,9500,9800,9800,9800,124,0,6400,6194.247730943555,3703.1972830000086,9798.06604099997,1103.9193548387098
1776950842,200,,Aggregated,10.300000,0.000000,6500,6900,7100,7300,7900,8700,9800,11000,11000,11000,11000,141,0,6500,6235.91580159575,3703.1972830000086,11288.30154000002,1769.276595744681
1776950843,200,,Aggregated,11.000000,0.000000,6500,6900,7100,7300,8200,8700,9800,11000,11000,11000,11000,150,0,6500,6264.426676580005,3703.1972830000086,11288.30154000002,2390.26
1776950844,200,,Aggregated,12.800000,0.000000,6500,6900,7200,7300,7900,8700,9500,11000,11000,11000,11000,158,0,6500,6319.524814658232,3703.1972830000086,11288.30154000002,2946.9177215189875
1776950845,200,,Aggregated,14.300000,0.000000,6600,7000,7200,7300,8200,8700,9800,11000,11000,11000,11000,165,0,6600,6389.6115766848525,3703.1972830000086,11288.30154000002,3480.042424242424
1776950846,200,,Aggregated,14.900000,0.000000,6600,7000,7300,7500,8300,8900,11000,11000,11000,11000,11000,168,0,6600,6433.9850803333375,3703.1972830000086,11288.30154000002,3668.8988095238096
1776950847,200,,Aggregated,14.600000,0.000000,6600,7000,7300,7600,8600,9300,11000,11000,13000,13000,13000,176,0,6600,6516.635980289779,3703.1972830000086,12597.650508000015,4015.630681818182
1776950848,200,,Aggregated,13.100000,0.000000,6600,7000,7300,7700,8700,9500,11000,12000,13000,13000,13000,182,0,6600,6608.244653780224,3703.1972830000086,12597.650508000015,4369.697802197802
1776950849,200,,Aggregated,11.400000,0.000000,6600,7100,7500,7800,8800,10000,12000,12000,13000,13000,13000,187,0,6600,6659.587838577545,3703.1972830000086,12597.650508000015,4617.791443850268
1776950850,200,,Aggregated,9.700000,0.000000,6600,7100,7400,7700,8700,10000,12000,12000,13000,13000,13000,191,0,6600,6663.377358664926,3703.1972830000086,12597.650508000015,4555.146596858639
1776950851,200,,Aggregated,9.400000,0.000000,6800,7300,8000,8600,11000,14000,21000,21000,21000,21000,21000,281,87,6800,7305.768523306055,203.51116799997726,21498.70617299996,3266.836298932384
1776950852,200,,Aggregated,8.400000,0.000000,6700,7300,7900,8600,11000,15000,21000,21000,21000,21000,21000,299,105,6700,7034.313489698998,1.4687679999951797,21498.70617299996,3070.170568561873
1776950853,200,,Aggregated,8.200000,0.000000,6500,7100,7600,8200,11000,14000,21000,21000,21000,21000,21000,352,158,6500,6057.845180928973,1.3000870000041687,21498.70617299996,2607.900568181818
1776950854,200,,Aggregated,15.300000,8.700000,5800,7000,7300,7800,9500,14000,21000,21000,21000,21000,21000,405,211,5800,5317.205097612343,1.3000870000041687,21498.70617299996,2266.6197530864197
7946428572
1776950829,200,,Aggregated,14.000000,1.700000,3900,4300,5200,5900,7800,9700,15000,18000,20000,20000,20000,456,30,3900,4347.668457425442,201.97911299999305,20202.16696200009,6152.598684210527
1776950830,200,,Aggregated,14.100000,1.600000,4000,4400,5500,6100,7900,9500,15000,18000,20000,20000,20000,465,30,4000,4401.519594963443,201.97911299999305,20202.16696200009,6111.606451612904
1776950831,200,,Aggregated,14.400000,1.100000,4000,4500,5800,6300,8100,9500,17000,19000,22000,22000,22000,482,30,4000,4533.524334566391,201.97911299999305,22419.95009300001,6152.350622406639
1776950832,200,,Aggregated,13.200000,0.000000,4100,4800,6100,6600,8300,11000,18000,20000,24000,24000,24000,504,30,4100,4777.337124865081,201.97911299999305,23519.36598100008,6492.890873015873
1776950833,200,,Aggregated,12.100000,0.000000,4100,5200,6200,6700,8400,14000,23000,24000,24000,24000,24000,525,30,4100,5093.577800664765,201.97911299999305,24116.222990999973,7113.834285714286
1776950834,200,,Aggregated,11.700000,0.000000,4100,5500,6500,7400,8900,17000,24000,24000,25000,25000,25000,544,30,4100,5383.373469959562,201.97911299999305,24796.636452000028,7733.981617647059
